name,country,networks,relationship,source_type,source_urls,program_families,application_management,status,student_visible_label
University of Worcester,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of York,United Kingdom,AHZ|GUS|ABN_GLOBAL|CONNECTEDHE,INDIRECT_RECRUITMENT_PARTNER,MIXED,https://www.ahzassociates.com/blogs/september-intake-in-the-uk|file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of the West of England (UWE Bristol),United Kingdom,AHZ,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.ahzassociates.com/blogs/september-intake-in-the-uk,,true,ACTIVE,SOUP Application Network
Wrexham University,United Kingdom,GUS|ABN_GLOBAL|AHZ|CONNECTEDHE,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
American University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Arizona State University,United States,APPLYBOARD,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.applyboard.com/institution,,true,ACTIVE,SOUP Application Network
Auburn University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Avila University,United States,GUS_INUNI,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.globaluniversitysystems.com/network/partners,Undergraduate|Graduate|Liberal Arts|Professional Studies,true,ACTIVE,SOUP Application Network
Baylor University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
"California State University, Northridge",United States,APPLYBOARD,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.applyboard.com/institution,,true,ACTIVE,SOUP Application Network
Colorado State University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Concordia University Chicago,United States,GUS_INUNI,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.globaluniversitysystems.com/network/partners,,true,ACTIVE,SOUP Application Network
Florida International University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
George Mason University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Gonzaga University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Herzing University,United States,GUS_INUNI,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.globaluniversitysystems.com/network/partners,Business|Technology|Healthcare|Public Safety,true,ACTIVE,SOUP Application Network
Hofstra University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Illinois State University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Johns Hopkins University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
LIM College,United States,GUS_INUNI,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.globaluniversitysystems.com/network/partners,Fashion Business|Lifestyle Business,true,ACTIVE,SOUP Application Network
Louisiana State University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Northeastern University,United States,APPLYBOARD,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.applyboard.com/institution,,true,ACTIVE,SOUP Application Network
Oral Roberts University,United States,APPLYBOARD,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.applyboard.com/institution,,true,ACTIVE,SOUP Application Network
Oregon State University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Penn State Dickinson Law,United States,GUS_INUNI,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.globaluniversitysystems.com/network/partners,JD|LLM|Law,true,ACTIVE,SOUP Application Network
Pepperdine University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Rensselaer Polytechnic Institute,United States,GUS_INUNI,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.globaluniversitysystems.com/news/group/inuni-global-partners-with-rensselaer-polytechnic-institute-rpi-to-lead-exclusive-international-recruitment,,true,ACTIVE,SOUP Application Network
Rutgers University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
Saint Louis University,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
San Diego State University,United States,GUS_INUNI,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.globaluniversitysystems.com/news/institutions/inuni-global-welcomes-san-diego-state-university-to-its-network,,true,ACTIVE,SOUP Application Network
Southern New Hampshire University,United States,APPLYBOARD,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.applyboard.com/institution,,true,ACTIVE,SOUP Application Network
University at Buffalo,United States,APPLYBOARD,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.applyboard.com/institution,,true,ACTIVE,SOUP Application Network
University of Akron,United States,GUS_INUNI,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.globaluniversitysystems.com/network/partners,STEM|Polymer Science|Engineering,true,ACTIVE,SOUP Application Network
University of Arizona,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Central Florida,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Illinois Chicago,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Kansas,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Massachusetts Boston,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of North Florida,United States,APPLYBOARD,INDIRECT_RECRUITMENT_PARTNER,PUBLIC_WEB,https://www.applyboard.com/institution,,true,ACTIVE,SOUP Application Network
University of South Carolina,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Utah,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
University of Wisconsin,United States,ABN_GLOBAL|GUS,USER_CONFIRMED_NETWORK_ACCESS,USER_MASTERLIST,file-library:Masterlist Universities.docx,,true,ACTIVE,SOUP Application Network
